,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
558,0 days 02:39:59.908000,SAI,55,0 days 00:01:23.443000,69.0,3.0,,,0 days 00:00:30.092000,0 days 00:00:29.676000,0 days 00:00:23.675000,0 days 02:39:06.560000,0 days 02:39:36.236000,0 days 02:39:59.911000,280.0,242.0,247.0,292.0,False,HARD,28.0,False,Ferrari,0 days 02:38:36.465000,2023-07-23 14:39:38.493,1,8.0,False,,False,True
559,0 days 02:41:24.085000,SAI,55,0 days 00:01:24.177000,70.0,3.0,,,0 days 00:00:30.267000,0 days 00:00:30.023000,0 days 00:00:23.887000,0 days 02:40:30.178000,0 days 02:41:00.201000,0 days 02:41:24.088000,,242.0,246.0,293.0,False,HARD,29.0,False,Ferrari,0 days 02:39:59.908000,2023-07-23 14:41:01.936,1,8.0,False,,False,True
560,0 days 01:03:36.949000,ALO,14,0 days 00:01:32.571000,1.0,1.0,0 days 00:16:10.592000,,,0 days 00:00:32.308000,0 days 00:00:24.373000,,0 days 01:03:12.667000,0 days 01:03:37.010000,252.0,229.0,245.0,258.0,False,MEDIUM,4.0,False,Aston Martin,0 days 01:02:04.106000,2023-07-23 13:03:06.134,2,7.0,False,,False,False
561,0 days 01:05:03.830000,ALO,14,0 days 00:01:26.881000,2.0,1.0,,,0 days 00:00:31.068000,0 days 00:00:31.636000,0 days 00:00:24.177000,0 days 01:04:08.008000,0 days 01:04:39.644000,0 days 01:05:03.821000,272.0,231.0,245.0,291.0,True,MEDIUM,5.0,False,Aston Martin,0 days 01:03:36.949000,2023-07-23 13:04:38.977,1,7.0,False,,False,True
562,0 days 01:06:29.742000,ALO,14,0 days 00:01:25.912000,3.0,1.0,,,0 days 00:00:30.793000,0 days 00:00:31.379000,0 days 00:00:23.740000,0 days 01:05:34.614000,0 days 01:06:05.993000,0 days 01:06:29.733000,270.0,232.0,245.0,,True,MEDIUM,6.0,False,Aston Martin,0 days 01:05:03.830000,2023-07-23 13:06:05.858,1,7.0,False,,False,True
563,0 days 01:07:55.644000,ALO,14,0 days 00:01:25.902000,4.0,1.0,,,0 days 00:00:30.737000,0 days 00:00:31.321000,0 days 00:00:23.844000,0 days 01:07:00.470000,0 days 01:07:31.791000,0 days 01:07:55.635000,267.0,232.0,244.0,293.0,True,MEDIUM,7.0,False,Aston Martin,0 days 01:06:29.742000,2023-07-23 13:07:31.770,1,7.0,False,,False,True
564,0 days 01:09:21.593000,ALO,14,0 days 00:01:25.949000,5.0,1.0,,,0 days 00:00:30.785000,0 days 00:00:31.334000,0 days 00:00:23.830000,0 days 01:08:26.420000,0 days 01:08:57.754000,0 days 01:09:21.584000,277.0,233.0,243.0,290.0,False,MEDIUM,8.0,False,Aston Martin,0 days 01:07:55.644000,2023-07-23 13:08:57.672,1,7.0,False,,False,True
565,0 days 01:10:47.097000,ALO,14,0 days 00:01:25.504000,6.0,1.0,,,0 days 00:00:30.461000,0 days 00:00:31.185000,0 days 00:00:23.858000,0 days 01:09:52.045000,0 days 01:10:23.230000,0 days 01:10:47.088000,281.0,231.0,244.0,288.0,True,MEDIUM,9.0,False,Aston Martin,0 days 01:09:21.593000,2023-07-23 13:10:23.621,1,7.0,False,,False,True
566,0 days 01:12:12.661000,ALO,14,0 days 00:01:25.564000,7.0,1.0,,,0 days 00:00:30.505000,0 days 00:00:31.073000,0 days 00:00:23.986000,0 days 01:11:17.593000,0 days 01:11:48.666000,0 days 01:12:12.652000,276.0,231.0,242.0,289.0,False,MEDIUM,10.0,False,Aston Martin,0 days 01:10:47.097000,2023-07-23 13:11:49.125,1,7.0,False,,False,True
567,0 days 01:13:39.771000,ALO,14,0 days 00:01:27.110000,8.0,1.0,,,0 days 00:00:31.399000,0 days 00:00:31.419000,0 days 00:00:24.292000,0 days 01:12:44.051000,0 days 01:13:15.470000,0 days 01:13:39.762000,266.0,231.0,241.0,,False,MEDIUM,11.0,False,Aston Martin,0 days 01:12:12.661000,2023-07-23 13:13:14.689,1,8.0,False,,False,True
568,0 days 01:15:06.080000,ALO,14,0 days 00:01:26.309000,9.0,1.0,,,0 days 00:00:30.897000,0 days 00:00:31.358000,0 days 00:00:24.054000,0 days 01:14:10.659000,0 days 01:14:42.017000,0 days 01:15:06.071000,278.0,231.0,242.0,,False,MEDIUM,12.0,False,Aston Martin,0 days 01:13:39.771000,2023-07-23 13:14:41.799,1,8.0,False,,False,True
569,0 days 01:16:31.583000,ALO,14,0 days 00:01:25.503000,10.0,1.0,,,0 days 00:00:30.524000,0 days 00:00:31.033000,0 days 00:00:23.946000,0 days 01:15:36.595000,0 days 01:16:07.628000,0 days 01:16:31.574000,,234.0,244.0,,True,MEDIUM,13.0,False,Aston Martin,0 days 01:15:06.080000,2023-07-23 13:16:08.108,1,8.0,False,,False,True
570,0 days 01:17:56.747000,ALO,14,0 days 00:01:25.164000,11.0,1.0,,,0 days 00:00:30.508000,0 days 00:00:30.702000,0 days 00:00:23.954000,0 days 01:17:02.082000,0 days 01:17:32.784000,0 days 01:17:56.738000,279.0,234.0,243.0,288.0,True,MEDIUM,14.0,False,Aston Martin,0 days 01:16:31.583000,2023-07-23 13:17:33.611,1,8.0,False,,False,True
571,0 days 01:19:21.918000,ALO,14,0 days 00:01:25.171000,12.0,1.0,,,0 days 00:00:30.494000,0 days 00:00:30.714000,0 days 00:00:23.963000,0 days 01:18:27.232000,0 days 01:18:57.946000,0 days 01:19:21.909000,,235.0,243.0,,False,MEDIUM,15.0,False,Aston Martin,0 days 01:17:56.747000,2023-07-23 13:18:58.775,1,8.0,False,,False,True
572,0 days 01:20:47.377000,ALO,14,0 days 00:01:25.459000,13.0,1.0,,,0 days 00:00:30.675000,0 days 00:00:30.702000,0 days 00:00:24.082000,0 days 01:19:52.584000,0 days 01:20:23.286000,0 days 01:20:47.368000,280.0,234.0,243.0,287.0,False,MEDIUM,16.0,False,Aston Martin,0 days 01:19:21.918000,2023-07-23 13:20:23.946,1,8.0,False,,False,True
573,0 days 01:22:12.627000,ALO,14,0 days 00:01:25.250000,14.0,1.0,,,0 days 00:00:30.416000,0 days 00:00:30.800000,0 days 00:00:24.034000,0 days 01:21:17.784000,0 days 01:21:48.584000,0 days 01:22:12.618000,279.0,230.0,243.0,290.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:20:47.377000,2023-07-23 13:21:49.405,1,8.0,False,,False,True
574,0 days 01:23:38.120000,ALO,14,0 days 00:01:25.493000,15.0,1.0,,,0 days 00:00:30.496000,0 days 00:00:30.879000,0 days 00:00:24.118000,0 days 01:22:43.114000,0 days 01:23:13.993000,0 days 01:23:38.111000,,232.0,245.0,288.0,False,MEDIUM,18.0,False,Aston Martin,0 days 01:22:12.627000,2023-07-23 13:23:14.655,1,8.0,False,,False,True
575,0 days 01:25:03.449000,ALO,14,0 days 00:01:25.329000,16.0,1.0,,,0 days 00:00:30.566000,0 days 00:00:30.776000,0 days 00:00:23.987000,0 days 01:24:08.677000,0 days 01:24:39.453000,0 days 01:25:03.440000,,234.0,243.0,290.0,False,MEDIUM,19.0,False,Aston Martin,0 days 01:23:38.120000,2023-07-23 13:24:40.148,1,7.0,False,,False,True
576,0 days 01:26:28.618000,ALO,14,0 days 00:01:25.169000,17.0,1.0,,,0 days 00:00:30.572000,0 days 00:00:30.705000,0 days 00:00:23.892000,0 days 01:25:34.012000,0 days 01:26:04.717000,0 days 01:26:28.609000,277.0,236.0,243.0,288.0,False,MEDIUM,20.0,False,Aston Martin,0 days 01:25:03.449000,2023-07-23 13:26:05.477,1,6.0,False,,False,True
577,0 days 01:27:53.755000,ALO,14,0 days 00:01:25.137000,18.0,1.0,,,0 days 00:00:30.525000,0 days 00:00:30.661000,0 days 00:00:23.951000,0 days 01:26:59.134000,0 days 01:27:29.795000,0 days 01:27:53.746000,,235.0,242.0,287.0,True,MEDIUM,21.0,False,Aston Martin,0 days 01:26:28.618000,2023-07-23 13:27:30.646,1,4.0,False,,False,True
578,0 days 01:29:18.833000,ALO,14,0 days 00:01:25.078000,19.0,1.0,,,0 days 00:00:30.383000,0 days 00:00:30.593000,0 days 00:00:24.102000,0 days 01:28:24.129000,0 days 01:28:54.722000,0 days 01:29:18.824000,280.0,234.0,242.0,,True,MEDIUM,22.0,False,Aston Martin,0 days 01:27:53.755000,2023-07-23 13:28:55.783,1,3.0,False,,False,True
579,0 days 01:30:46.668000,ALO,14,0 days 00:01:27.835000,20.0,1.0,,0 days 01:30:44.903000,0 days 00:00:30.453000,0 days 00:00:30.660000,0 days 00:00:26.722000,0 days 01:29:49.277000,0 days 01:30:19.937000,0 days 01:30:46.659000,279.0,235.0,,,False,MEDIUM,23.0,False,Aston Martin,0 days 01:29:18.833000,2023-07-23 13:30:20.861,1,4.0,False,,False,False
580,0 days 01:32:31.046000,ALO,14,0 days 00:01:44.378000,21.0,2.0,0 days 01:31:07.793000,,0 days 00:00:49.851000,0 days 00:00:30.671000,0 days 00:00:23.856000,0 days 01:31:36.510000,0 days 01:32:07.181000,0 days 01:32:31.037000,279.0,237.0,249.0,,False,HARD,5.0,False,Aston Martin,0 days 01:30:46.668000,2023-07-23 13:31:48.696,1,11.0,False,,False,False
581,0 days 01:33:56.846000,ALO,14,0 days 00:01:25.800000,22.0,2.0,,,0 days 00:00:30.301000,0 days 00:00:31.194000,0 days 00:00:24.305000,0 days 01:33:01.338000,0 days 01:33:32.532000,0 days 01:33:56.837000,276.0,232.0,242.0,307.0,False,HARD,6.0,False,Aston Martin,0 days 01:32:31.046000,2023-07-23 13:33:33.074,1,10.0,False,,False,True
582,0 days 01:35:22.171000,ALO,14,0 days 00:01:25.325000,23.0,2.0,,,0 days 00:00:30.646000,0 days 00:00:30.684000,0 days 00:00:23.995000,0 days 01:34:27.483000,0 days 01:34:58.167000,0 days 01:35:22.162000,278.0,234.0,243.0,288.0,False,HARD,7.0,False,Aston Martin,0 days 01:33:56.846000,2023-07-23 13:34:58.874,1,10.0,False,,False,True
583,0 days 01:36:47.481000,ALO,14,0 days 00:01:25.310000,24.0,2.0,,,0 days 00:00:30.564000,0 days 00:00:30.867000,0 days 00:00:23.879000,0 days 01:35:52.726000,0 days 01:36:23.593000,0 days 01:36:47.472000,279.0,232.0,244.0,,False,HARD,8.0,False,Aston Martin,0 days 01:35:22.171000,2023-07-23 13:36:24.199,1,10.0,False,,False,True
584,0 days 01:38:12.239000,ALO,14,0 days 00:01:24.758000,25.0,2.0,,,0 days 00:00:30.447000,0 days 00:00:30.628000,0 days 00:00:23.683000,0 days 01:37:17.919000,0 days 01:37:48.547000,0 days 01:38:12.230000,281.0,233.0,245.0,290.0,True,HARD,9.0,False,Aston Martin,0 days 01:36:47.481000,2023-07-23 13:37:49.509,1,10.0,False,,False,True
585,0 days 01:39:36.836000,ALO,14,0 days 00:01:24.597000,26.0,2.0,,,0 days 00:00:30.323000,0 days 00:00:30.481000,0 days 00:00:23.793000,0 days 01:38:42.553000,0 days 01:39:13.034000,0 days 01:39:36.827000,282.0,232.0,244.0,,True,HARD,10.0,False,Aston Martin,0 days 01:38:12.239000,2023-07-23 13:39:14.267,1,10.0,False,,False,True
586,0 days 01:41:01.658000,ALO,14,0 days 00:01:24.822000,27.0,2.0,,,0 days 00:00:30.435000,0 days 00:00:30.390000,0 days 00:00:23.997000,0 days 01:40:07.262000,0 days 01:40:37.652000,0 days 01:41:01.649000,281.0,237.0,246.0,,False,HARD,11.0,False,Aston Martin,0 days 01:39:36.836000,2023-07-23 13:40:38.864,1,10.0,False,,False,True
587,0 days 01:42:26.572000,ALO,14,0 days 00:01:24.914000,28.0,2.0,,,0 days 00:00:30.315000,0 days 00:00:30.615000,0 days 00:00:23.984000,0 days 01:41:31.964000,0 days 01:42:02.579000,0 days 01:42:26.563000,283.0,237.0,249.0,294.0,False,HARD,12.0,False,Aston Martin,0 days 01:41:01.658000,2023-07-23 13:42:03.686,1,10.0,False,,False,True
588,0 days 01:43:51.153000,ALO,14,0 days 00:01:24.581000,29.0,2.0,,,0 days 00:00:30.225000,0 days 00:00:30.413000,0 days 00:00:23.943000,0 days 01:42:56.788000,0 days 01:43:27.201000,0 days 01:43:51.144000,281.0,234.0,242.0,305.0,True,HARD,13.0,False,Aston Martin,0 days 01:42:26.572000,2023-07-23 13:43:28.600,1,8.0,False,,False,True
589,0 days 01:45:15.965000,ALO,14,0 days 00:01:24.812000,30.0,2.0,,,0 days 00:00:30.424000,0 days 00:00:30.465000,0 days 00:00:23.923000,0 days 01:44:21.568000,0 days 01:44:52.033000,0 days 01:45:15.956000,279.0,233.0,245.0,290.0,False,HARD,14.0,False,Aston Martin,0 days 01:43:51.153000,2023-07-23 13:44:53.181,1,8.0,False,,False,True
590,0 days 01:46:40.630000,ALO,14,0 days 00:01:24.665000,31.0,2.0,,,0 days 00:00:30.550000,0 days 00:00:30.297000,0 days 00:00:23.818000,0 days 01:45:46.506000,0 days 01:46:16.803000,0 days 01:46:40.621000,,234.0,245.0,289.0,False,HARD,15.0,False,Aston Martin,0 days 01:45:15.965000,2023-07-23 13:46:17.993,1,8.0,False,,False,True
591,0 days 01:48:05.045000,ALO,14,0 days 00:01:24.415000,32.0,2.0,,,0 days 00:00:30.355000,0 days 00:00:30.327000,0 days 00:00:23.733000,0 days 01:47:10.976000,0 days 01:47:41.303000,0 days 01:48:05.036000,281.0,237.0,246.0,,True,HARD,16.0,False,Aston Martin,0 days 01:46:40.630000,2023-07-23 13:47:42.658,1,8.0,False,,False,True
592,0 days 01:49:29.394000,ALO,14,0 days 00:01:24.349000,33.0,2.0,,,0 days 00:00:30.307000,0 days 00:00:30.284000,0 days 00:00:23.758000,0 days 01:48:35.343000,0 days 01:49:05.627000,0 days 01:49:29.385000,282.0,239.0,246.0,,True,HARD,17.0,False,Aston Martin,0 days 01:48:05.045000,2023-07-23 13:49:07.073,1,8.0,False,,False,True
593,0 days 01:50:54.210000,ALO,14,0 days 00:01:24.816000,34.0,2.0,,,0 days 00:00:30.565000,0 days 00:00:30.449000,0 days 00:00:23.802000,0 days 01:49:59.950000,0 days 01:50:30.399000,0 days 01:50:54.201000,281.0,238.0,246.0,290.0,False,HARD,18.0,False,Aston Martin,0 days 01:49:29.394000,2023-07-23 13:50:31.422,1,8.0,False,,False,True
594,0 days 01:52:18.864000,ALO,14,0 days 00:01:24.654000,35.0,2.0,,,0 days 00:00:30.468000,0 days 00:00:30.311000,0 days 00:00:23.875000,0 days 01:51:24.669000,0 days 01:51:54.980000,0 days 01:52:18.855000,,237.0,242.0,,False,HARD,19.0,False,Aston Martin,0 days 01:50:54.210000,2023-07-23 13:51:56.238,1,8.0,False,,False,True
595,0 days 01:53:43.442000,ALO,14,0 days 00:01:24.578000,36.0,2.0,,,0 days 00:00:30.354000,0 days 00:00:30.361000,0 days 00:00:23.863000,0 days 01:52:49.209000,0 days 01:53:19.570000,0 days 01:53:43.433000,,239.0,245.0,289.0,False,HARD,20.0,False,Aston Martin,0 days 01:52:18.864000,2023-07-23 13:53:20.892,1,8.0,False,,False,True
596,0 days 01:55:08.086000,ALO,14,0 days 00:01:24.644000,37.0,2.0,,,0 days 00:00:30.433000,0 days 00:00:30.328000,0 days 00:00:23.883000,0 days 01:54:13.866000,0 days 01:54:44.194000,0 days 01:55:08.077000,279.0,238.0,244.0,,False,HARD,21.0,False,Aston Martin,0 days 01:53:43.442000,2023-07-23 13:54:45.470,1,8.0,False,,False,True
597,0 days 01:56:32.934000,ALO,14,0 days 00:01:24.848000,38.0,2.0,,,0 days 00:00:30.442000,0 days 00:00:30.431000,0 days 00:00:23.975000,0 days 01:55:38.519000,0 days 01:56:08.950000,0 days 01:56:32.925000,280.0,240.0,245.0,290.0,False,HARD,22.0,False,Aston Martin,0 days 01:55:08.086000,2023-07-23 13:56:10.114,1,8.0,False,,False,True
598,0 days 01:57:58.124000,ALO,14,0 days 00:01:25.190000,39.0,2.0,,,0 days 00:00:30.853000,0 days 00:00:30.374000,0 days 00:00:23.963000,0 days 01:57:03.778000,0 days 01:57:34.152000,0 days 01:57:58.115000,281.0,238.0,244.0,291.0,False,HARD,23.0,False,Aston Martin,0 days 01:56:32.934000,2023-07-23 13:57:34.962,1,8.0,False,,False,True
599,0 days 01:59:22.853000,ALO,14,0 days 00:01:24.729000,40.0,2.0,,,0 days 00:00:30.473000,0 days 00:00:30.380000,0 days 00:00:23.876000,0 days 01:58:28.588000,0 days 01:58:58.968000,0 days 01:59:22.844000,,238.0,244.0,290.0,False,HARD,24.0,False,Aston Martin,0 days 01:57:58.124000,2023-07-23 13:59:00.152,1,8.0,False,,False,True
600,0 days 02:00:47.717000,ALO,14,0 days 00:01:24.864000,41.0,2.0,,,0 days 00:00:30.413000,0 days 00:00:30.350000,0 days 00:00:24.101000,0 days 01:59:53.257000,0 days 02:00:23.607000,0 days 02:00:47.708000,,240.0,245.0,291.0,False,HARD,25.0,False,Aston Martin,0 days 01:59:22.853000,2023-07-23 14:00:24.881,1,8.0,False,,False,True
601,0 days 02:02:12.409000,ALO,14,0 days 00:01:24.692000,42.0,2.0,,,0 days 00:00:30.420000,0 days 00:00:30.240000,0 days 00:00:24.032000,0 days 02:01:18.128000,0 days 02:01:48.368000,0 days 02:02:12.400000,,239.0,244.0,292.0,False,HARD,26.0,False,Aston Martin,0 days 02:00:47.717000,2023-07-23 14:01:49.745,1,8.0,False,,False,True
602,0 days 02:03:40.039000,ALO,14,0 days 00:01:27.630000,43.0,2.0,,0 days 02:03:38.312000,0 days 00:00:30.559000,0 days 00:00:30.472000,0 days 00:00:26.599000,0 days 02:02:42.959000,0 days 02:03:13.431000,0 days 02:03:40.030000,,238.0,,291.0,False,HARD,27.0,False,Aston Martin,0 days 02:02:12.409000,2023-07-23 14:03:14.437,1,9.0,False,,False,False
603,0 days 02:05:24.021000,ALO,14,0 days 00:01:43.982000,44.0,3.0,0 days 02:04:02.405000,,0 days 00:00:50.670000,0 days 00:00:29.720000,0 days 00:00:23.592000,0 days 02:04:30.700000,0 days 02:05:00.420000,0 days 02:05:24.012000,278.0,240.0,246.0,,False,HARD,1.0,True,Aston Martin,0 days 02:03:40.039000,2023-07-23 14:04:42.067,1,9.0,False,,False,False
604,0 days 02:06:47.405000,ALO,14,0 days 00:01:23.384000,45.0,3.0,,,0 days 00:00:30.110000,0 days 00:00:29.780000,0 days 00:00:23.494000,0 days 02:05:54.122000,0 days 02:06:23.902000,0 days 02:06:47.396000,279.0,238.0,245.0,290.0,True,HARD,2.0,True,Aston Martin,0 days 02:05:24.021000,2023-07-23 14:06:26.049,1,9.0,False,,False,True
605,0 days 02:08:10.698000,ALO,14,0 days 00:01:23.293000,46.0,3.0,,,0 days 00:00:30.134000,0 days 00:00:29.815000,0 days 00:00:23.344000,0 days 02:07:17.530000,0 days 02:07:47.345000,0 days 02:08:10.689000,281.0,237.0,246.0,289.0,True,HARD,3.0,True,Aston Martin,0 days 02:06:47.405000,2023-07-23 14:07:49.433,1,9.0,False,,False,True
606,0 days 02:09:34.808000,ALO,14,0 days 00:01:24.110000,47.0,3.0,,,0 days 00:00:30.436000,0 days 00:00:30.080000,0 days 00:00:23.594000,0 days 02:08:41.125000,0 days 02:09:11.205000,0 days 02:09:34.799000,280.0,237.0,247.0,290.0,False,HARD,4.0,True,Aston Martin,0 days 02:08:10.698000,2023-07-23 14:09:12.726,1,9.0,False,,False,True
607,0 days 02:10:57.877000,ALO,14,0 days 00:01:23.069000,48.0,3.0,,,0 days 00:00:30.109000,0 days 00:00:29.598000,0 days 00:00:23.362000,0 days 02:10:04.908000,0 days 02:10:34.506000,0 days 02:10:57.868000,281.0,243.0,247.0,292.0,True,HARD,5.0,True,Aston Martin,0 days 02:09:34.808000,2023-07-23 14:10:36.836,1,9.0,False,,False,True
608,0 days 02:12:20.869000,ALO,14,0 days 00:01:22.992000,49.0,3.0,,,0 days 00:00:29.930000,0 days 00:00:29.607000,0 days 00:00:23.455000,0 days 02:11:27.798000,0 days 02:11:57.405000,0 days 02:12:20.860000,,241.0,247.0,291.0,True,HARD,6.0,True,Aston Martin,0 days 02:10:57.877000,2023-07-23 14:11:59.905,1,9.0,False,,False,True
609,0 days 02:13:43.832000,ALO,14,0 days 00:01:22.963000,50.0,3.0,,,0 days 00:00:29.980000,0 days 00:00:29.532000,0 days 00:00:23.451000,0 days 02:12:50.840000,0 days 02:13:20.372000,0 days 02:13:43.823000,283.0,241.0,247.0,292.0,True,HARD,7.0,True,Aston Martin,0 days 02:12:20.869000,2023-07-23 14:13:22.897,1,9.0,False,,False,True
610,0 days 02:15:06.577000,ALO,14,0 days 00:01:22.745000,51.0,3.0,,,0 days 00:00:30.027000,0 days 00:00:29.323000,0 days 00:00:23.395000,0 days 02:14:13.850000,0 days 02:14:43.173000,0 days 02:15:06.568000,280.0,244.0,245.0,,True,HARD,8.0,True,Aston Martin,0 days 02:13:43.832000,2023-07-23 14:14:45.860,1,9.0,False,,False,True
611,0 days 02:16:29.334000,ALO,14,0 days 00:01:22.757000,52.0,3.0,,,0 days 00:00:30.005000,0 days 00:00:29.461000,0 days 00:00:23.291000,0 days 02:15:36.573000,0 days 02:16:06.034000,0 days 02:16:29.325000,283.0,242.0,247.0,291.0,False,HARD,9.0,True,Aston Martin,0 days 02:15:06.577000,2023-07-23 14:16:08.605,1,9.0,False,,False,True
612,0 days 02:17:52.325000,ALO,14,0 days 00:01:22.991000,53.0,3.0,,,0 days 00:00:29.923000,0 days 00:00:29.644000,0 days 00:00:23.424000,0 days 02:16:59.248000,0 days 02:17:28.892000,0 days 02:17:52.316000,,240.0,247.0,,False,HARD,10.0,True,Aston Martin,0 days 02:16:29.334000,2023-07-23 14:17:31.362,1,9.0,False,,False,True
613,0 days 02:19:15.218000,ALO,14,0 days 00:01:22.893000,54.0,3.0,,,0 days 00:00:29.864000,0 days 00:00:29.684000,0 days 00:00:23.345000,0 days 02:18:22.180000,0 days 02:18:51.864000,0 days 02:19:15.209000,,243.0,246.0,292.0,False,HARD,11.0,True,Aston Martin,0 days 02:17:52.325000,2023-07-23 14:18:54.353,1,9.0,False,,False,True
614,0 days 02:20:38.060000,ALO,14,0 days 00:01:22.842000,55.0,3.0,,,0 days 00:00:29.931000,0 days 00:00:29.515000,0 days 00:00:23.396000,0 days 02:19:45.140000,0 days 02:20:14.655000,0 days 02:20:38.051000,281.0,243.0,246.0,291.0,False,HARD,12.0,True,Aston Martin,0 days 02:19:15.218000,2023-07-23 14:20:17.246,1,9.0,False,,False,True
615,0 days 02:22:01.137000,ALO,14,0 days 00:01:23.077000,56.0,3.0,,,0 days 00:00:29.978000,0 days 00:00:29.632000,0 days 00:00:23.467000,0 days 02:21:08.029000,0 days 02:21:37.661000,0 days 02:22:01.128000,280.0,244.0,246.0,289.0,False,HARD,13.0,True,Aston Martin,0 days 02:20:38.060000,2023-07-23 14:21:40.088,1,9.0,False,,False,True
616,0 days 02:23:24.152000,ALO,14,0 days 00:01:23.015000,57.0,3.0,,,0 days 00:00:30.027000,0 days 00:00:29.584000,0 days 00:00:23.404000,0 days 02:22:31.155000,0 days 02:23:00.739000,0 days 02:23:24.143000,281.0,243.0,246.0,291.0,False,HARD,14.0,True,Aston Martin,0 days 02:22:01.137000,2023-07-23 14:23:03.165,1,9.0,False,,False,True
617,0 days 02:24:47.182000,ALO,14,0 days 00:01:23.030000,58.0,3.0,,,0 days 00:00:29.872000,0 days 00:00:29.596000,0 days 00:00:23.562000,0 days 02:23:54.015000,0 days 02:24:23.611000,0 days 02:24:47.173000,282.0,244.0,247.0,,False,HARD,15.0,True,Aston Martin,0 days 02:23:24.152000,2023-07-23 14:24:26.180,1,9.0,False,,False,True
618,0 days 02:26:10.211000,ALO,14,0 days 00:01:23.029000,59.0,3.0,,,0 days 00:00:29.917000,0 days 00:00:29.640000,0 days 00:00:23.472000,0 days 02:25:17.090000,0 days 02:25:46.730000,0 days 02:26:10.202000,,243.0,247.0,292.0,False,HARD,16.0,True,Aston Martin,0 days 02:24:47.182000,2023-07-23 14:25:49.210,1,9.0,False,,False,True
619,0 days 02:27:33.406000,ALO,14,0 days 00:01:23.195000,60.0,3.0,,,0 days 00:00:30.165000,0 days 00:00:29.582000,0 days 00:00:23.448000,0 days 02:26:40.367000,0 days 02:27:09.949000,0 days 02:27:33.397000,283.0,244.0,246.0,,False,HARD,17.0,True,Aston Martin,0 days 02:26:10.211000,2023-07-23 14:27:12.239,1,9.0,False,,False,True
620,0 days 02:28:56.600000,ALO,14,0 days 00:01:23.194000,61.0,3.0,,,0 days 00:00:30.072000,0 days 00:00:29.618000,0 days 00:00:23.504000,0 days 02:28:03.469000,0 days 02:28:33.087000,0 days 02:28:56.591000,285.0,243.0,246.0,290.0,False,HARD,18.0,True,Aston Martin,0 days 02:27:33.406000,2023-07-23 14:28:35.434,1,9.0,False,,False,True
621,0 days 02:30:19.809000,ALO,14,0 days 00:01:23.209000,62.0,3.0,,,0 days 00:00:30.164000,0 days 00:00:29.650000,0 days 00:00:23.395000,0 days 02:29:26.755000,0 days 02:29:56.405000,0 days 02:30:19.800000,281.0,244.0,247.0,,False,HARD,19.0,True,Aston Martin,0 days 02:28:56.600000,2023-07-23 14:29:58.628,1,9.0,False,,False,True
622,0 days 02:31:43.260000,ALO,14,0 days 00:01:23.451000,63.0,3.0,,,0 days 00:00:30.045000,0 days 00:00:29.846000,0 days 00:00:23.560000,0 days 02:30:49.845000,0 days 02:31:19.691000,0 days 02:31:43.251000,284.0,239.0,245.0,,False,HARD,20.0,True,Aston Martin,0 days 02:30:19.809000,2023-07-23 14:31:21.837,1,9.0,False,,False,True
623,0 days 02:33:06.732000,ALO,14,0 days 00:01:23.472000,64.0,3.0,,,0 days 00:00:30.236000,0 days 00:00:29.831000,0 days 00:00:23.405000,0 days 02:32:13.487000,0 days 02:32:43.318000,0 days 02:33:06.723000,282.0,242.0,246.0,,False,HARD,21.0,True,Aston Martin,0 days 02:31:43.260000,2023-07-23 14:32:45.288,1,9.0,False,,False,True
624,0 days 02:34:30.446000,ALO,14,0 days 00:01:23.714000,65.0,3.0,,,0 days 00:00:30.186000,0 days 00:00:29.756000,0 days 00:00:23.772000,0 days 02:33:36.909000,0 days 02:34:06.665000,0 days 02:34:30.437000,280.0,245.0,246.0,292.0,False,HARD,22.0,True,Aston Martin,0 days 02:33:06.732000,2023-07-23 14:34:08.760,1,9.0,False,,False,True
625,0 days 02:35:53.899000,ALO,14,0 days 00:01:23.453000,66.0,3.0,,,0 days 00:00:30.014000,0 days 00:00:29.753000,0 days 00:00:23.686000,0 days 02:35:00.451000,0 days 02:35:30.204000,0 days 02:35:53.890000,285.0,244.0,246.0,293.0,False,HARD,23.0,True,Aston Martin,0 days 02:34:30.446000,2023-07-23 14:35:32.474,1,9.0,False,,False,True
626,0 days 02:37:17.574000,ALO,14,0 days 00:01:23.675000,67.0,3.0,,,0 days 00:00:30.553000,0 days 00:00:29.547000,0 days 00:00:23.575000,0 days 02:36:24.443000,0 days 02:36:53.990000,0 days 02:37:17.565000,282.0,243.0,247.0,,False,HARD,24.0,True,Aston Martin,0 days 02:35:53.899000,2023-07-23 14:36:55.927,1,9.0,False,,False,True
